word_id,letter,word_en,approved_word_dv,transliteration,pronounciation,morphemes,meaning_id,meaning_text,word_en_meaning
34071,ރ,none,ރިއަންތަން,,,,34926,ރަންވަންލޯ.,
34072,ރ,none,ރިއްވުން,,,,34938,ކުދިން ލޮއްސުމަށް ޓަކައި ދަޅެއް ފަދަ އެއްޗެއްގެ ތެރެއަށް އެއްޗެއް އަޅައިގެން ތެޅުވުން.,
34073,ރ,mackeral scad,ރިއްމަސް,,,,34947,މުށިމަހުގެ ސައިޒުގެ މަހެއް. މިއީ، މަހުގެ މަތީބައިގެ ކުލަ ނޫ ކުލައަކަށް ދާ ފެހި ކުލައެއްގައި ހުންނަ އައިން އައިން ގަނޑަށް އުޅޭމަހެކެވެ. މި މަސް އާއްމުކޮށް އުޅެނީ އެތެރެވަރީގެ ކަނޑުތަކުގައާއި ފުން ވިލުވިލުގައެވެ. މިއީ ކަށި ގިނަ މަހެކެވެ.,mackeral scad
34074,ރ,none,ރިއްސަށް ލޯ ލުން,,,,34954,ހަލާލު ދަރިއެއްކަމަށް ބަފާ ގަބޫލުކުރުމާއެކު އެހެން މީހެއްގެ ދަރިއެއްކަމަށް މީހުންނަށް ޝައްކުވާނޭ ގޮތްތައް މެދުވެރިވީމާ ބުނެއުޅޭ ބަހެއް.,
34075,ރ,none,ރިއްސައިގަތުން,,,,34961,ކުއްލިއަކަށް ރިހުމެއް ގަދަވުން.,
34076,ރ,none,ރިއްސަލް,,,,34967,ރިއްސެޔޮ.,
34077,ރ,none,ރިއްސުން,,,,34974,ރިހުން.,
34078,ރ,none,ރިއްސެޔޮ,,,,34982,ދޮންރީނދޫ ކުލައިގެ ދަވާދު ހަދަން ގެންގުޅޭ ފުށެއް.,
34078,ރ,none,ރިއްސެޔޮ,,,,34983,ފަށުރިއްސެޔޮ.,
34078,ރ,none,ރިއްސެޔޮ,,,,34984,ދޮން ރީނދޫ ކުލަ.,
34079,ރ,none,ރިއްސެޔޮފަށް,,,,34990,ސަރުކާރުގެ އުޅަނދުފަހަރުގައި ރިއްސެއު ކުލައިން ދަމާ އުޅުނު ފަށް.,
34080,ރ,none,ރިއްސެޔޮލުން,,,,34996,ރިއްސެޔޮ ދަވާދު އުނގުޅުން.,
34080,ރ,none,ރިއްސެޔޮލުން,,,,34997,މޭވާދޮންވެގެން އަންނައިރު ތޮށިގަނޑަށް ރީނދޫ ކުލައެރުން.,
34081,ރ,none,ރިއްޓުން,,,,35026,ރަނގަޅަށް ސާފުތާހިރު ނުވާގޮތަށް ދޮންނަ ދޮވުން.,
34082,ރ,none,ރިއްޕިނޑި,,,,35032,ފިނޑި.,
34083,ރ,none,ރިއްޕުން,,,,35038,ނިއްސުން.,
34084,ރ,none,ރިވާ,,,,35045,މީހަކުދެއްކި ވާހަކައެއް ނުވަތަ ހިނގިކަމެއް އެ ދެއްކިގޮތަކަށް ނުވަތަ އެ ހިނގިގޮތަކަށް ބުނާ ބުނުން.,
34085,ރ,none,ރިވާކުރުން,,,,35059,މީހަކު ދެއްކި ވާހަކައެއް، ނުވަތަ ހިނގިކަމެއް އެ ދެއްކި ގޮތަކަށް ނުވަތަ އެ ހިނގިގޮތަކަށް ބުނުން. ޢާއްމުކޮށް މި ބަސް ބޭނުންކޮށް އުޅެނީ ކީރިތި ރަސޫލާގެ ސުންނަތަށް ނިސްބަތްކޮށެވެ.,
34086,ރ,none,ރިވާވުން,,,,35065,މީހަކު ދެއްކި ވާހަކައެއް ނުވަތަ ހިނގިކަމެއް އެ ދެއްކި ގޮތަކަށް ނުވަތަ އެ ހިނގިގޮތަކަށް ރައްދުވުން.,
34087,ރ,none,ރިވާޔަށްކިޔެވުން,,,,35106,ހަރުކޮށް ކިޔެވުން. މިއީ ފޮތް ފޮށި ކިޔާ އިރު ކިޔަވާހެން އަވަސް އަވަހަށް ކިޔެވުމެވެ.,
34088,ރ,none,ރިވާޔަތު,,,,35115,އެކުލަވައިލައިފައި ހުންނަ ވާހަކަ.,
34089,ރ,reflection,ރިވިލި,,,,53906,ރިވެލި.,reflection
34090,ރ,none,ރިވިލް,,,,35172,މޯހިރު.,
34091,ރ,none,ރިވުން,,,,35179,ގުޑުން.,
34092,ރ,none,ރިވެތި,,,,35187,ރީތި.,
34093,ރ,none,ރިވެތިކަން,,,,35193,ރީތިކަން.,
34094,ރ,none,ރިވެތިވުން,,,,35199,ރީތިވުން.,
34095,,,,,,,35207,ހިޔަނި.,
34095,,,,,,,35208,ގޭގޭ ދޮރުން ބޭރަށް ނިކުމެފައި ހުންނަ އަލި.,
34095,,,,,,,35209,ކަނޑުގެ ބާނިތަކަށް އިރުން އެޅިފައި ހުންނަ ދަޅަ.,
34096,ރ,none,ރިވެލިކަނޑާވެން,,,,35215,ރިވެލިކެނޑި.,
34097,ރ,none,ރިވެލިކުނޑި,,,,35223,ގޭގޭ ބިތުގައި ނުވަތަ ފުރާޅުގައި ހުންނަ ބާކޮޅަކުން ގޭތެރެއަށް ވަދެފައި ހުންނަ އަވިރޮނގުގެ ތެރޭން ފެންނަ ކުނޑިތައް.,
34098,ރ,none,ރިވެލިކެނޑި,,,,35231,ވެނުގެ ބާވަތެއް. މި ހުންނަނީ ގަޅިކަނޑާފައެވެ.,
34099,ރ,none,ރިވެލިފަށް,,,,35243,ތަނެއްގެ އެތެރޭގައި ދިއްލައިފައި ހުންނަ އެއްޗެއްގެ އަލި އެތަނެއްގެ ދޮރުން ބޭރަށް އެޅިފައިވާ ހިސާބު.,
34100,ރ,none,ރިދަ,,,,35250,އެތެރެހަށީގެ ގުނަވަނެއް ކަމުގައިވާ ފިތް.,
34100,ރ,none,ރިދަ,,,,35251,ފިތުގައި ހުންނަ ފެހިކުލައިގެ ދިޔަ.,
34101,ރ,none,ރިދަހިޔަ,,,,35267,ދެބަސްވެރިކަން.,
34102,ރ,none,ރިދާ,,,,35273,ގައިގާ ލާފޮށާ.,
34102,ރ,none,ރިދާ,,,,35274,ކަތީބުފޮށާ.,
34103,ރ,none,ރިދާޅަ,,,,35281,އިސްތަށި.,
34104,ރ,none,ރިތް,,,,35287,އޮޑިދޯނިފަހަރު ކަނބަން ގެންގުޅޭ ދަނޑި.,
34105,ރ,none,ރިތްފަށް,,,,35297,ކަނބާ ދަނޑި ފޯރާ ހިސާބު.,
34106,ރ,none,ރިތްދަނޑި,,,,35306,ރިތް.,
34106,ރ,none,ރިތްދަނޑި,,,,35307,ކުނބާއި ކުނބުކަފީގައި ރިތާއި ފަރުމާނާއި ދައްސޫރަ ފަދަ ތަކެތި ބަހައްޓަން ދެކުނބުގައި ބަނދެފައި ހުންނަ ކަނިގަނޑު.,
34107,ރ,none,ރިތްދަނޑިބައިން,,,,35315,ރިތްތައް އެއްކޮށް އައްސާލުމަށް ޓަކައި އޮޑިދޯނިފަހަރުގެ ހަފޮޅު ތޮރުފައިފައި ޖަހައިފައި އޮންނަ މާރުގަނޑު.,
34108,ރ,none,ރިތްގަނޑު ބިނދުން,,,,35325,ހިތާވާ މީހާ ގާތަށް ފޮނުވާން ގެންގުޅޭ ސިއްރުވެރިޔާއަށް ކޮންމެވެސް ކަމެއް ދިމާވެގެން އެކަމަށް ހުއްޓުން އެރުން.,
34109,ރ,none,ރިލޭރޭސް,,,,35331,ޓީމުތަކުގެ މެދުގައި ބޭއްވޭ ދުވުމުގެ ރޭހެއް. މި ރޭހުގައި އެ މީހަކު ދުވާނީ އެކަކު އަތުން އަނެކަކު އަތަށް ބަދަލުވާ ދަނޑި ބުރިއެއް ހިފައިގެން އެ މީހަކަށް ކަނޑައެޅިފައިވާ ތަންކޮޅެއްގައެވެ.,
34110,ރ,none,ރިގިނި,,,,35339,ނައުފަހަރުގެ ކުނބުކޮޅުގެ ވާވެލާވެލި.,
34111,ރ,none,ރިގިނިކުރުން,,,,35346,ނައުފަހަރުގެ ކުނބުކޮޅު އާލާތް ހަމަކުރުން.,
34112,ރ,none,ރިސާލަތު,,,,35352,الله ސުބުޙާނަހޫ ވަތަޢާލާ ރަސޫލު ބޭކަލުންނަށް ބާވާލެއްވި ޝަރީޢަތް.,
34112,ރ,none,ރިސާލަތު,,,,35353,ރަސޫލުކަން.,
34113,ރ,none,ރިސާލާ,,,,35359,އެކިއެކި ޢިލްމީ މަޢުޟޫއަށް ލިޔެފައި ހުންނަ ކުދިފޮތް.,
34113,ރ,none,ރިސާލާ,,,,35360,އެކިއެކި މައުޟޫއަށް ލިޔެފައި ހުންނަ ޢިލްމީ ބަހުސް.,
34114,ރ,none,ރިސެޕްޝަން,,,,35370,ޚިދްމަތްދޭ ތަންތާނގައި މަޢުލޫމާތު ދިނުމަށް ބެހެއްޓިފައި ހުންނަ ކައުންޓަރ.,
34114,ރ,none,ރިސެޕްޝަން,,,,35371,މުނާސަބަތު ފާހަގަ ކުރުމަށް ބާއްވާ ސައި ނުވަތަ ކެއުން.,
34115,ރ,none,ރިޑި,,,,35377,ރުޅި.,
34116,ރ,none,ރިޒާވު,,,,35385,މުސްތަގުބަލުގެ ބޭނުމަށް ބަހައްޓާ ތަކެތި.,
34116,ރ,none,ރިޒާވު,,,,35386,އެކިއެކި މުބާރާތްތަކާއި ކުޅިވަރު ތަކުގައި މީހެއްގެ ބަދަލުގައި ނުކުންނަން ހުންނަ މީހާ.,
34117,ރ,none,ރިޒާވުކުރުން,,,,35392,މުސްތަގުބަލުގެ ބޭނުމަކަށް ޓަކައި އެއްޗެއް ރައްކާކޮށްފައި ބެހެއްޓުން.,
34117,ރ,none,ރިޒާވުކުރުން,,,,35393,ޖާގައެއް ޚާއްޞަކުރުން.,
34118,ރ,none,ރިޒުގު,,,,35399,ރޯދި.,
34119,ރ,none,ރިޔަ,,,,35406,ރާޒުވާގެ ކުޅިބައިގެ ކުޅިއެއް.,
34120,ރ,none,ރިޔަން,,,,35412,މިން އަޅަން ގެންގުޅޭ މިންގަނޑެއް. މީގެ ދިގުމިނަކީ ސައުވީސް އަނގޫ ނުވަތަ ހަތާވީސް އިންޗިއެވެ.,
34120,ރ,none,ރިޔަން,,,,35413,މި މިންގަނޑު ހަމަވާ އެތި.,
34120,ރ,none,ރިޔަން,,,,35414,ބާޒު އާއިލާގެ ސިކާރަކޮށްގެން ކައިއުޅޭ ދޫންޏެއް.,
34120,ރ,none,ރިޔަން,,,,35415,ރަން. (މައުދަން).,
34121,ރ,none,ރިޔަންކުު,,,,35429,ގައިގެ ކުލަ ދޮން.,
34122,ރ,none,ރިޔަންކުރު,,,,35485,މާކަނާ.,
34123,ރ,none,ރިޔަންކޮޅު,,,,35494,ނަކަތްތެރިން ރިޔަނެއް އަށް ބަޔަށް ބަހާފައިވާ ބައިތައް.,
34123,ރ,none,ރިޔަންކޮޅު,,,,35495,އިސްކަންދަރު މަހާރަދުން ހެއްދެވިރިޔަން.,
34124,ރ,none,ރިޔަންކޮޅުއެޅުން,,,,35504,ސަރުކާރުގެ ފަރާތުން ގޯތިގޯތީގެ ބޮޑުމިންބަލައި އިންފާހަގަ ކުރުން. މި މިންބަލާ އުޅުނީ ތިން ރިޔަން އަށަނގޫ ބަމައިންނެވެ.,
34124,ރ,none,ރިޔަންކޮޅުއެޅުން,,,,35505,އިސްކަންދަރު މަހާރަދުން ހެއްދެވި ރިޔަންކޮޅުން ތަނެއްގައި ރިޔަން ހުރިވަރު ބެލުން. މި ރިޔަނުގައި ދެއަނގުލާއި އެއްއުނގޫ އިތުރުވާނެއެވެ. އުނގުލަކީ، ބައި އަނގުލެވެ.,
34125,ރ,none,ރިޔަންކޮޅުލުން,,,,35512,ގޭގެ އަޅާއިރު ނުވަތަ އޮޑިދޯނިފަހަރު ބަންނައިރު ރިޔަން އަޅައި ހަމަކޮށްފައި އެއް އަނގޫ ނުވަތަ ތިން ހަތަރު އަނގޫ ކަނޑައިލުން. މިއީ، އިރުވަރާއި ކުރާކަމަކާއި ގަސްދުކުރާގޮތަކާއި ދިމާވާގޮތުން ނަކަތްތެރިން ކޮން އުޅޭކަމެކެވެ.,
34126,ރ,none,ރިޔަންއެޅުން,,,,35518,ރިޔަން ބޭނުންކޮށްގެން އެއްޗެއްގައި ނުވަތަ ތަނެއްގައި ހުރިމިން ބެލުން.,
34127,ރ,none,ރިޔަންތަން,,,,35524,ރަންވަންލޯ.,
34128,ރ,none,ރިޔައު,,,,35532,ރިޔާ.,
34129,ރ,none,ރިޔަލުއުޅަނދު,,,,35538,ރިޔާނަގައިގެން ކަނޑުމަތީގައި ދުއްވާ ކޮންމެއެއްޗެއް.,
34130,ރ,none,ރިޔަލުމުޑު,,,,35544,ކަތިރިޔަލުގެ ކަން.,
34131,ރ,none,ރިޔަލުފޫޅުގަނޑު,,,,35550,ރިޔަލުގައި ދަންމާނު ހަރުކުރުމަށް ހަދައިފައި ހުންނަ ބޮޅު.,
34132,ރ,none,ރިޔަލުދޯނި,,,,35556,ރިޔާނަގައިގެން ދުއްވާ ދޯނި.,
34133,ރ,none,ރިޔާ,,,,35563,ފުރާދުއްވާ ތަކެތީގައި ވައިއަޅުވާން ނަގާ ފޮތިގަނޑު. މީގެ ތެރޭގައި ހަތަރެސްކަން ރިޔަލާއި ކަތިރިޔާ ހުރެއެވެ.,
34133,ރ,none,ރިޔާ,,,,35564,ފެހުރު.,
34134,ރ,none,ރިޔާނެގުން,,,,35571,ރިޔަލުގައި ވައިއަޅާގޮތަށް ރިޔާ އުފުލުން.,
34135,ރ,none,ރިޔާބަނުން,,,,35577,ފަރުމާނުގައި އަޅާފައިވާ ރިޔާ ފަރުމާނަށް ކަހާލާ ފަރުމާނާއެކު އައްސައިލުން.,
34135,ރ,none,ރިޔާބަނުން,,,,35578,ރިޔާ، ކުޑަކުރުމަށް ޓަކައި ރިޔަލުން ބައެއް ފަރުމާނާއެކު އެއްސުން.,
34136,ރ,none,ރިޔާބައި,,,,35587,ފަންރިޔަލެއް ފެހޭހައި ފެހުރު.,
34136,ރ,none,ރިޔާބައި,,,,35588,ފުރާދުއްވާ އެތިގަނޑަށް ބޭނުން ހުރިހައި ރިޔާ.,
34137,ރ,none,ރިޔާކަންވުން,,,,35595,ދުރުން އަންނަ އެއްޗެއްގެ ރިޔާ ކިރިޔާ ފެނިލުން.,
34138,ރ,none,ރިޔާކުޑަކުރުން,,,,35602,ޖެހޭވަޔަށް ހެޔޮވަރުވާ ވަރަށް ރިޔާ ބަނުން.,
34139,ރ,none,ރިޔާކެވުން,,,,35609,ރިޔާއަޅާފައިވާ ފަރުމާނުގެ މެދާ ހިސާބުގައި ދެ ހަންޖަލުގެމެ އެއްކޮޅު އަސްޖަހާ އެއްސުން.,
34140,ރ,none,ރިޔާކޮށިކުރުން,,,,35617,ރިޔާ ކުޑަކުރުން. (ޖެހޭ ވަޔަށް ހެޔޮވަރުވާ ވަރަށް ރިޔާ ބަނުން.).,
34141,ރ,none,ރިޔާއެޅުން,,,,35626,ފަރުމާނުގައި ރިޔާއެއްސުން.,
34142,ރ,none,ރިޔާމަތީފަންގި,,,,35937,މުޅިފަންގި.,
34142,ރ,none,ރިޔާމަތީފަންގި,,,,35938,ރިޔާމަތީ އަޅަންވިންނަ ފަންގި.,
34143,ރ,none,ރިޔާދޫކުރުން,,,,36772,ރިޔާ ތިރިކުރުން.,
34144,ރ,none,ރިޔާދެމުން,,,,36778,އޮޑިދޯނިފަހަރުގެ ރިޔާ ދޫކުރާއިރު ރިޔަލުގެ އޮޑިދޮށުކުރެވީގައި ހިފައި ރިޔާ އެތެރެޔަށް ގެނައުން.,
34144,ރ,none,ރިޔާދެމުން,,,,36779,ތަންތަން ހިޔާކުރަން ނުވަތަ ނިވާކުރަން ވާންކޮށް ބިތުގައި ނުވަތަ މަތީގައި ރިޔާ ހަރުކުރުން.,
34145,ރ,none,ރިޔާލަ,,,,36788,ފައިސާއަކަށް ކިޔާނަމެއް.,
34146,ރ,none,ރިޔާލުން,,,,36797,ރިޔާހުރި ފަރާތް ނޫން އަނެއް ފަރާތަށް ރިޔާ ފުރޮޅައިލުން.,
34147,ރ,none,ރިޔާސަތު,,,,36803,ވެރިކަން.,
34147,ރ,none,ރިޔާސަތު,,,,36804,ރައީސްކަން.,
34148,ރ,preside,ރިޔާސަތު ބެލެހެއްޓުން,,,,36810,ބައްދަލުވުމެއް ނުވަތަ ޖަލްސާއެއް ނުވަތަ ކޮމިޓީއެއް ހިނގަމުންދާއިރު އިސް މީހެއްގެ ގޮތުގައި އެ ބައްދަލުވުން ކުރިއަށް ގެންދިއުން.,preside
34149,,,,,,,36817,ރައީސްކަމަށް ނިސްބަތްވާ.,
34150,ރ,none,ރިޔާސީގަނޑުވަރު,,,,36827,ރައީސުލްޖުމްހޫރިއްޔާގެ ރަސްމީގެކޮޅު.,
34151,ރ,reporter,ރިޕޯޓަރު,,,,36835,ޚަބަރު ފަތުރާ ވަސީލަތްތަކަށް ޚަބަރު ހޯދައި ލިޔުމަށް ވަޒީފާދީފައި ތިބޭ މީހުން.,reporter
34151,ރ,reporter,ރިޕޯޓަރު,,,,36836,އެކަމަށް ކަނޑައަޅާ ފައިތިބޭ މީހުން.,reporter
34152,ރ,none,ރިޕޯޓުކުރުން,,,,36842,ގަވާއިދާ ޚިލާފަށް ކުރިކަމެއް ސަރުކާރަށް ނުވަތަ ކަމާބެހޭ އިދާރާއަކަށް އެންގުން.,
34153,ރ,none,ރިޕޯޓު,,,,36848,ކަމެއް ހިނގިގޮތުގެ ނުވަތަ އޮތްގޮތުގެ ބަޔާން.,
34153,ރ,none,ރިޕޯޓު,,,,36849,ކަމެއް ހިނގިގޮތް ނުވަތަ އޮތް ގޮތުގެ ބަޔާން ލިޔެވިފައިވާ ކަރުދާސް.,
34154,ރ,none,ރިޕޯޓްނެގުން,,,,36855,ކަމެއްހިނގި ގޮތުގެ ނުވަތަ އޮތް ގޮތުގެ ބަޔާން ހޯދުން ނުވަތަ ލިޔުން.,
34155,ރ,bribe,ރިޝްވަތު,,,,36864,ޤަވާއިދާ ޚިލާފަށް ކަންތައްތައް ނިންމުމަށް ނުވަތަ ކުރުވުމަށްދޭ ފައިސާއާއި ތަކެތި.,bribe
34156,ރ,none,ރީ,,,,36870,މެހީގެ ފޫކޮޅުން ނެރޭ ކުދިކުދި ފަނި.,
34156,ރ,none,ރީ,,,,36871,ވޭރުހުލި.,
34156,ރ,none,ރީ,,,,36872,މާބުރުފަދަ ތަކެތި ތަންތަން ބައްދާ އެއްޗެހި.,
34157,ރ,none,ރީނބުރު,,,,36878,ރީނބޫ.,
34158,ރ,none,ރީނބުރުފިލާ,,,,36888,ގެދައާ އެއްވައްތަރަށް ފަތްކުދިކޮށް ބިމުގައި ފެތުރި، ހެދޭ ކުޑަކުޑަ ގަހެއް. މި ގަހުގައި ވަރަށް ރީނދޫކުލަ ގަދަ ކުޑަކުޑަ މަލެއް އަޅައެވެ. މި ގަހުގެ ހުރިހާ ބައެއް ހަމުގެ މަތީގެ ދިލަނެގުމުގެ ބައްޔަށް ބޭސް ހެދުމަށް ބޭނުންކުރެއެވެ. މީގެ ގޮނޑި ހުންނާނީ ކުޑަވާ އިނގިލިހާ ކުޑަކޮށެވެ.,
34158,ރ,none,ރީނބުރުފިލާ,,,,54020,ރީނބުރުގޮނޑި.,
34159,,,,,,,36894,ރީނބުރުގޮނޑި.,
34160,ރ,none,ރީނބޫ,,,,36901,ރީނދޫ މަލެއް އަންނަ ފަތް ކުދި ކުރި ގިނަ ކުޑަ ގަހެއް. މީގެ ގޮނޑި ބޭހަށް ބޭނުންކުރެއެވެ.,
34160,ރ,none,ރީނބޫ,,,,36902,ރީނބުރު.,
34161,ރ,none,ރީނދިލެ,,,,36951,ރީނދޫ.,
34162,ރ,none,ރީނދުލި,,,,36957,ރީނދޫމަސް.,
34163,ރ,none,ރީނދުލް,,,,36966,ރީނދޫ.,
34164,ރ,turmeric,ރީނދޫ,,,,36973,ގަހެއްގެ އަޑިއަށްފައިބާ ގޮނޑިއެއް. މިއީ ދޮން ރަތްކުލައިގައި ފޯލިކޮށް ހުންނަ އެއްޗެކެވެ. މި ބޭހަށާއި ހަވާދުގެ ބާވަތެއްގެ ގޮތުގައި އަދި ކުލައެއްގެ ގޮތުގައި ވެސް ބޭނުން ކުރެއެވެ.,
34165,ރ,yellowfin tuna,ރީނދޫއުރަހަ ކަންނެލި,,,,36979,ކަންނެލީގެ ބާވަތެއް. މި މަހުގެ ބޮޑެތި ބާވަތުގެ މަހުގެ ބުރިކަށިމައްޗާއި ބަނޑުދޮށް ފަރާތުގެ ދެވަނަ ކޮތަރިބައި ވަރަށް ދިގުވާނެއެވެ. މަހުގެ މަތީބައިގެ ކުލައަކީ ގަދަނޫ ކުލައެވެ. ކޮތަރިތަކުގެ ކުލައަކީ ރީނދޫ ކުލައެވެ.,yellowfin tuna
34166,ރ,none,ރީނދޫހުން,,,,36986,ހުމުގެ ބާވަތެއް. މި ހުންޖެހުނީމާ ލޮލާ ނިޔަފަތިތަކާ ހުދުހަމާ ކުޑަކަމުދާ އެއްޗެހި ރީނދޫ ވާނެއެވެ. މިއީ ނުރައްކާތެރި އަދި ގައިން ގަޔަށްއަރާ ބައްޔެކެވެ. ބައެއްފަހަރު މޭގަނޑާ ސިކުޑިޔަށް ގެއްލުން ލިބިދާ ފަދަ ބައްޔެކެވެ. މި ބަލިޖެހެނީ ބަލިޖައްސާފަނީގެ ސަބަބުންނެވެ.,
34167,ރ,none,ރީނދޫބޭސް,,,,36992,ބޭހުގެ ބާވެތެއް. މި ބޭސް ހުންނާނީ ރީނދޫ ކުލައިގައެވެ. ބޭނުންކުރަނީ ފެންފޮދެއްގައި ގިރައިގެންނެވެ. މި ބޭސް ކެނޑޭ ތަންތާނގައާއި މެށޭތަންތާގައި ފާރުހިއްކުމަށް ޓަކައި މި ބޭސް އުނގުޅައެވެ.,
34168,ރ,none,ރީނދޫކަޅޯއް,,,,37000,ކަޅުއޮށުގެ ބާވަތެއް. މި ވައްތަރު ހުންނާނީ ރީނދޫކުލައިގައެވެ. ސިފަ އެހެން ކަޅުއޮށާ އެއްގޮތަށެވެ.,
34169,ރ,none,ރީނދޫކުލަ,,,,37056,ރީނދުލުގައި ހުންނަ ކުލަ.,
34169,ރ,none,ރީނދޫކުލަ,,,,37057,ވިއްސާރަ ދުނީގައި ހުންނަ ހަތްކުލައިގެ ތެރެއިން ފެހިކުލަޔާ އޮރެންޖް ކުލަޔާ ދެމެދުގައި ހުންނަ ކުލަ.,
34170,ރ,none,ރީނދޫވެން,,,,37066,ވެނުގެބާވަތެއް. މިއީ ދެ ފަރާތު އަރިމަތީގައި ރީނދޫކުލަޔާއި ނޫކުލައިގެ ތިކިތަކެއް ހުންނަ ވެނެކެވެ. މި ވެން ގިނައިން އުޅެނީ ހުއިވިނަ ހެދިފައި ހުންނަ ފަޅުފަޅުގައެވެ.,
34171,ރ,Bengal snapper,ރީނދޫމަސް,,,,37073,ކަޅު ރޮނގުދަމައިފައި ހުންނަ ރީނދޫ ކުލައިގެ ކުޑަ މަހެއް.,Bengal snapper
34172,ރ,none,ރީނދޫތޮޅި,,,,37082,ތޮޅީގެ ބާވަތެއް. މި އުޅެނީ ވިލުވިލު ގައްޔާއި ފަޅުތަކުގައްޔާއި ފަރުފަރުގެ ކައިރީގައި ބޮޑެތި މަސްމަހާ ނިވާވެގެންނެވެ. ކުލައަކީ ރީނދޫކުލައެވެ. މިއީ އޮނުގަނޑު ތޮޅިއާ ތަފާތު އެއަށް ވުރެ ކުރުކޮށް ފަލަކޮށް ހުންނަ އޮނުގަނޑު ތޮޅިއާއި އެއްގޮތަށް ތުންގަނޑު ދިގު ތޮޅިއެކެވެ. މަހުގައި ކުދި ހުޅުނބެއް ހުންނަ އާންމުކޮށް ދިވެހިން ކައިނޫޅޭ މަހެކެވެ.,
34173,ރ,none,ރީނދެލެވެމެ,,,,37090,ތުން ރީނދޫ ވެން.,
34174,ރ,none,ރީނތު,,,,37099,ރިތް.,
34175,ރ,none,ރީންތު,,,,37107,ރިތް.,
34176,ރ,none,ރީބޫގޮނޑި,,,,37115,ރީބުރުފިލާ.,
34176,ރ,none,ރީބޫގޮނޑި,,,,37116,ރީނބޫ.,
34177,ރ,none,ރީއެޅުން,,,,37123,ލޯވަޅުފަދަ ތަނެއް ރީން ބެއްދުން.,
34178,ރ,none,ރީމު,,,,37129,ކަރުދާހުގެ ބަންޑެލި. މީގައި ކުރިން ހުންނަނީ ހަތަރުސަތޭކަ އަށްޑިހަ ގަނޑެވެ. މިހާރު ހުންނަނީ ފަސްސަތޭކަ ގަނޑެވެ.,
34179,ރ,none,ރީމުރަނގޮނޑި,,,,37159,ރީބުރު ގޮނޑި.,
34180,ރ,none,ރީތި,,,,37167,އުފެދުމާއި، އުފެއްދުމުގައި ހުންނަ ފަރިކަމާއި ނަލަކަން ލިބިގެންވާ.,
34180,ރ,none,ރީތި,,,,37168,ހިތްގައިމު.,
34180,ރ,none,ރީތި,,,,37169,ބަލާހިތްވާ.,
34180,ރ,none,ރީތި,,,,37170,ލޮލަށް އެންމެ ފިނިކަންދޭ.,
34181,ރ,none,ރީތިކަން,,,,37178,އުފެދުމާއި އުފެއްދުމުގައި ހުންނަ ފަރިކަމާއި ނަލަކަން.,
34181,ރ,none,ރީތިކަން,,,,37179,ހިތްގައިމުކަން.,
34181,ރ,none,ރީތިކަން,,,,37180,ބަލާހިތްވާކަން.,
34181,ރ,none,ރީތިކަން,,,,37181,ލޮލަށް އެންމެ ފިނިކަން ދޭކަން.,
34182,ރ,none,ރީތިވުން,,,,37190,އުފެދުމާއި، އުފެއްދުމުގައި ހުންނަ ފަރިކަމާއި ނަލަކަން ލިބިގެންވުން.,
34182,ރ,none,ރީތިވުން,,,,37191,ހިތްގައިމުވުން.,
34182,ރ,none,ރީތިވުން,,,,37192,ބަލާހިތްވުން.,
34183,ރ,none,ރީތިފުށް,,,,37200,ދެފުށް ދެގޮތަށް ހުރި އެއްޗެއްގެ ހެޔޮފުށް.,
34184,ރ,none,ރީތި ގަހަށް ބޮޑު ސަތަރު ވެއްޓުން,,,,37209,ހާމަ ތަނަކަށް އެއްލާލާފައި އޮތްހެން މީހަކު ދިމާ އުއްޑުން އޮތުމުން ދީ އުޅޭ މިސާލެއް.,
34185,ރ,none,ރީތިގަސް,,,,37216,ބިޔަކޮށްހެދޭ ބޮޑުގަހެއް. މި ގަހުގައި މާއަންނަނީ ކޯޅިކޯޅިއަށެވެ. މި ކޯޅިއައިސްފައި ހުންނަނީ ގޮފިތަކުގެ ކުރީގެ ފަތްވަޅުތަކުންނެވެ. މި ގަހުގެ ފަތް ހުންނަނީ ގޮފިތަކުގެ ކުރީގައެވެ. ފަތްތައް އެތުރިފައިހުންނަނީ މައިތަނޑީގެ ދެފަރާތުގައި އެއްފަތް އަނެއްފަތާ ދިމާވާ ގޮތަށެވެ.,
34186,ރ,none,ރީސް,,,,37223,އަލިމަސް ކަށްޓަކަށް ބިއްލޫރިގަނޑެއް ކަފާއިރު ނުވަތަ ފަށުއި ފޮތިގަނޑެއް ވީދާލާއިރު އެ އިވޭ ފަދަ އަޑުއަޑު.,
34187,ރ,none,ރީސްކިއުން,,,,37229,ރީސް މި އަޑު އިވުން.,
34188,ރ,none,ރީސްލުން,,,,38026,ރީސް މި އަޑުއިވުން.,
34189,ރ,none,ރީޑި,,,,50620,ރުޅި.,
34190,ރ,none,ރީޗު,,,,38022,ސާރިދޯޅު.,
34190,ރ,none,ރީޗު,,,,38023,ނަގިލި ވައްޓާލީމާ ޗޭނަށް ދަތިނުވެ ފައިބައިގެން ދާނޭހެން ޖަހާ ސަނގަލާ.,
34191,ރ,none,ރީޗުއެޅުން,,,,38038,ނަގިލި ވައްޓާލީމާ ޗޭނަށް ދަތިނުވެ ފައިބައިގެން ދާނޭހެން ސަނގަލާ ޖެހުން.,
